"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"description"
"ENSG00000000003"	5086.95690799403	0.188175603638628	0.178328966369643	1.05521614053756	0.291326483897531	0.453642646803894	"TSPAN6"	"tetraspanin 6"
"ENSG00000000005"	3.16460325749537	-1.25552605676228	0.597197614499484	-2.10236281304397	0.035521506104166	0.0989030447027003	"TNMD"	"tenomodulin"
"ENSG00000000419"	1261.35362934653	0.00743688665407867	0.104832373586456	0.0709407447303998	0.943444915439867	0.966548524228111	"DPM1"	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
"ENSG00000000457"	566.486092658894	0.0919890565265093	0.123693576088417	0.743684995094285	0.457067069203349	0.61546480521839	"SCYL3"	"SCY1 like pseudokinase 3"
"ENSG00000000460"	281.657906656529	-0.897430739315566	0.238746066600433	-3.75893413489201	0.000170638747610796	0.00147797682056997	"C1orf112"	"chromosome 1 open reading frame 112"
"ENSG00000000938"	233.093194159599	-0.380190665316273	0.197023493874888	-1.92967172512786	0.0536475254898397	0.134408390033448	"FGR"	"FGR proto-oncogene, Src family tyrosine kinase"
"ENSG00000000971"	61612.6523446883	-0.145806495378108	0.244848595816386	-0.595496555297583	0.551511601014246	0.694051667467856	"CFH"	"complement factor H"
"ENSG00000001036"	2978.93937961328	-0.1026497128661	0.165360716651548	-0.620762385073631	0.534755975717335	0.681365417204165	"FUCA2"	"alpha-L-fucosidase 2"
"ENSG00000001084"	4285.43171976148	-0.686877251120649	0.183114288161998	-3.75108495363825	0.000176071024939416	0.00151131837740081	"GCLC"	"glutamate-cysteine ligase catalytic subunit"
"ENSG00000001167"	937.676698780144	0.248695398814923	0.14365698613341	1.73117511030036	0.0834205371682137	0.185945964236197	"NFYA"	"nuclear transcription factor Y subunit alpha"
"ENSG00000001460"	190.944557450357	-0.74788056856239	0.177623147929655	-4.21049045284669	2.5481689254771e-05	0.000308568541006102	"STPG1"	"sperm tail PG-rich repeat containing 1"
"ENSG00000001461"	471.993218801264	0.160088678150898	0.134979256827195	1.18602429672471	0.23561270456556	0.39215193496276	"NIPAL3"	"NIPA like domain containing 3"
"ENSG00000001497"	2108.775001594	0.0116636960187289	0.117377842109434	0.0993688059783428	0.920845449377521	0.953432218214591	"LAS1L"	"LAS1 like ribosome biogenesis factor"
"ENSG00000001561"	805.38279209908	-0.538638767070071	0.241017128098774	-2.23485679760206	0.0254267516167124	0.0767513183021384	"ENPP4"	"ectonucleotide pyrophosphatase/phosphodiesterase 4"
"ENSG00000001617"	1015.05239748936	-0.0135214497501979	0.152412517264933	-0.0887161369213139	0.929307507696121	0.958085338737517	"SEMA3F"	"semaphorin 3F"
"ENSG00000001626"	636.379434067128	2.34641501615366	0.66285035553781	3.53988648652058	0.000400299168286439	0.00292546142947214	"CFTR"	"CF transmembrane conductance regulator"
"ENSG00000001629"	1027.61895780678	0.249131605327388	0.14191443999766	1.75550567885478	0.0791728501514321	0.179025879427466	"ANKIB1"	"ankyrin repeat and IBR domain containing 1"
"ENSG00000001630"	204.077028085599	0.171142093879762	0.351790521439615	0.486488644376788	0.626620754624161	0.754862798898148	"CYP51A1"	"cytochrome P450 family 51 subfamily A member 1"
"ENSG00000001631"	186.388113764974	0.0882989609776312	0.0950092818227938	0.929371944336151	0.352696362243185	0.517693235772105	"KRIT1"	"KRIT1 ankyrin repeat containing"
"ENSG00000002016"	241.917729387371	0.337090685299745	0.134600921228184	2.50437130908108	0.0122669221973891	0.0437306375741491	"RAD52"	"RAD52 homolog, DNA repair protein"
"ENSG00000002330"	485.793016504807	0.37501198162491	0.157812759283777	2.37630964268591	0.0174867815519902	0.0574497012395237	"BAD"	"BCL2 associated agonist of cell death"
"ENSG00000002549"	5771.82514189752	-0.467773290964976	0.19225279543962	-2.43311567925621	0.014969517524478	0.0510167303828232	"LAP3"	"leucine aminopeptidase 3"
"ENSG00000002586"	8757.48470714437	-0.219489639621487	0.143860465405881	-1.52571200852318	0.127081602543029	0.252106365066959	"CD99"	"CD99 molecule (Xg blood group)"
"ENSG00000002587"	92.9436496712344	0.242900904109873	0.248825169077655	0.976191054185786	0.328969795533048	0.49313664705357	"HS3ST1"	"heparan sulfate-glucosamine 3-sulfotransferase 1"
"ENSG00000002726"	130.46856746546	-2.85068444009584	0.5512865179228	-5.17096708774409	2.32885586347214e-07	5.95390059469926e-06	"AOC1"	"amine oxidase copper containing 1"
"ENSG00000002745"	4.36587430305465	-1.92030758863713	0.518853037721447	-3.70106263050939	0.000214698470573183	0.00177829252965397	"WNT16"	"Wnt family member 16"
"ENSG00000002746"	28.0273890586297	-0.790449321873569	0.458953102267498	-1.72228778489193	0.0850173993591831	0.188406786054407	"HECW1"	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"ENSG00000002822"	33.7407877250587	1.51246370820032	0.38988426363517	3.8792632821303	0.000104773305280214	0.000989921379216691	"MAD1L1"	"mitotic arrest deficient 1 like 1"
"ENSG00000002834"	9674.02811423658	0.4584624275458	0.14400126089154	3.18373898052955	0.00145386046980488	0.00827060463355921	"LASP1"	"LIM and SH3 protein 1"
